,id,currency,price_display,square_feet,address,cityname,state
487,5664576415,USD,780,405,300 Chatham Park Drive,Pittsburgh,PA
488,5508891183,USD,1670,406,,Los Angeles,CA
489,5668640943,USD,1650,406,1408 Armacost Ave.,Los Angeles,CA
490,5668621689,USD,1025,406,209 East University Ave,Champaign,IL
491,5668625165,USD,950,407,3130 N 7th Ave,Phoenix,AZ
492,5668613108,USD,2495,408,324 Larkin St,San Francisco,CA
493,5668640602,USD,1225,408,6 Sicard St,New Brunswick,NJ
494,5668612866,USD,1350,409,21428 International Blvd,Seatac,WA
495,5668636465,USD,950,409,773 NW 13th St Suite 550,Gresham,OR
496,5668613910,USD,1450,410,9190 Richmond Hwy,Fort Belvoir,VA
497,5668618795,USD,950,410,5525 Ellsworth Ave,Pittsburgh,PA
498,5668629771,USD,925,410,1106 Reinli St,Austin,TX
499,5664594456,USD,925,410,2800 Rio Grande St,Austin,TX
500,5668629773,USD,859,410,1308 McKie Dr,Austin,TX
501,5509157289,USD,695,410,,Stratford,NJ
502,5668641096,USD,595,410,4815 Todd,Ames,IA
503,5664594396,USD,595,410,4901 Todd,Ames,IA
504,5664597521,USD,560,410,4320 Canyon Dr,Amarillo,TX
505,5508876094,USD,420,410,,Niles,OH
506,5668628149,USD,965,411,4505 Duval St,Austin,TX
507,5664569744,USD,1115,412,1000 SW Vista Ave,Portland,OR
508,5659895413,USD,1039,413,5415 S Woodlawn Avenue,Chicago,IL
509,5668613721,USD,1540,414,1221 Van St SE,Washington,DC
510,5668634296,USD,1300,414,1525 N Webster St,Portland,OR
511,5668628110,USD,895,414,4400 Ave B,Austin,TX
512,5664571468,USD,750,414,3411 Gillham,Kansas City,MO
513,5508806497,USD,715,414,,Norfolk,VA
514,5668615635,USD,1450,415,441 W 3rd St,San Pedro,CA
515,5659918469,USD,1300,415,1222 Locust St,Philadelphia,PA
516,5668625224,USD,1130,415,5430 South Cornell Ave,Chicago,IL
517,5664577786,USD,1015,415,5043 S Drexel Avenue,Chicago,IL
518,5668630098,USD,999,415,6309 Burns St,Austin,TX
519,5668621983,USD,699,415,1931 15th Ave South,Birmingham,AL
520,5668621974,USD,699,415,1927 15th Ave South,Birmingham,AL
521,5668621073,USD,650,415,1225 W Mount Comfort Rd,Fayetteville,AR
522,5668633139,USD,1399,416,811 East 11th St,Austin,TX
523,5668624113,USD,4000,417,2238 Hyde St,San Francisco,CA
524,5668615018,USD,2013,418,10 Park Row West,Providence,RI
525,5668622139,USD,1294,418,120 S 5th St,Nashville,TN
526,5668623589,USD,1175,418,1685 SE Umatilla St,Portland,OR
527,5664571395,USD,875,418,3435 Main St,Kansas City,MO
528,5668613146,USD,2895,419,345 Fulton St,San Francisco,CA
529,5664581488,USD,1890,419,10 Witherell St,Detroit,MI
530,5668642439,USD,2100,420,6565 Fountain Ave,Los Angeles,CA
531,5508866148,USD,1640,420,,Los Angeles,CA
532,5668614313,USD,1255,420,2619 Wilshire Boulevard,Los Angeles,CA
533,5668628016,USD,1250,420,1521 Sherwin W Ave,Chicago,IL
534,5668637762,USD,1050,420,4435 N Greenview Avenue,Chicago,IL
535,5664598425,USD,999,420,433 Delmar Terrace,Saint Petersburg,FL
536,5668625055,USD,995,420,420 W Gorham St,Madison,WI
537,5668631771,USD,920,420,3600 Greystone,Austin,TX
538,5668633133,USD,920,420,1005 W Stassney Lane,Austin,TX
539,5668614115,USD,850,420,6310 Shady Brook Ln,Dallas,TX
540,5668618462,USD,725,420,320 Alabama St,Lafayette,LA
541,5664578459,USD,699,420,112 W Wood St,West Lafayette,IN
542,5668621321,USD,600,420,413 South Henderson St,Bloomington,IN
543,5668621231,USD,569,420,316 East University St,Bloomington,IN
544,5668616731,USD,560,420,2525 North Los Altos Avenue,Tucson,AZ
545,5668637832,USD,1295,422,101 W Olympic Place,Seattle,WA
546,5668629723,USD,870,422,7630 Wood Hollow Drive,Austin,TX
547,5668615249,USD,805,422,350 E Armour Blvd,Kansas City,MO
548,5664575866,USD,685,422,5600 Ogontz Avenue,Philadelphia,PA
549,5664567604,USD,1219,423,599 Westport St,Norfolk,VA
550,5668614577,USD,885,423,4318 Vance Drive,Anchorage,AK
551,5668624540,USD,1570,425,35 E St NW,Washington,DC
552,5668612799,USD,1405,425,12821 126th Way Northeast,Kirkland,WA
553,5664568068,USD,1399,425,3508 S First,Austin,TX
554,5668639967,USD,1350,425,520 S Mariposa Avenue,Los Angeles,CA
555,5668614636,USD,1170,425,1553 'A St,Anchorage,AK
556,5668633158,USD,995,425,2526 Durwood Drive Unit 102,Austin,TX
557,5664594452,USD,925,425,2108 San Gabriel St,Austin,TX
558,5668629293,USD,905,425,4000 Ave A,Austin,TX
559,5668639339,USD,800,425,1413 Clearfield,Austin,TX
560,5668629666,USD,799,425,1809 W Rundberg Ln,Austin,TX
561,5509009622,USD,795,425,,Commerce,TX
562,5668611158,USD,2135,426,2144 California St NW,Washington,DC
563,5668610544,USD,2060,426,31-35 South St,Boston,MA
564,5668615448,USD,1295,426,1980 SE Morrison St,Portland,OR
565,5668616511,USD,1045,426,2350 Paragon Dr,Colorado Springs,CO
566,5668638888,USD,899,426,35 N 6th Ave,Tucson,AZ
567,5664577679,USD,814,426,5528 32 S Cornell Avenue,Chicago,IL
568,5509062745,USD,1745,428,,Torrance,CA
569,5509206356,USD,1395,428,,Jersey City,NJ
570,5668614252,USD,1249,428,2231 E 67th St,Chicago,IL
571,5664569748,USD,1195,428,22 SE 11th Avenue,Portland,OR
572,5664568542,USD,785,428,145 W McMillan,Cincinnati,OH
573,5668618227,USD,699,428,101 Andrew Place,West Lafayette,IN
574,5668613128,USD,2695,429,701 Taylor St,San Francisco,CA
575,5668628745,USD,1325,430,4520 N Clarendon Ave,Chicago,IL
576,5664576826,USD,1125,430,503 State St,Madison,WI
577,5668628689,USD,895,430,2123 Shady Avenue,Pittsburgh,PA
578,5509246813,USD,895,430,,New London,CT
579,5509245013,USD,845,430,,New London,CT
580,5668630232,USD,800,430,5800 Wellington Drive,Austin,TX
581,5509246885,USD,775,430,,New London,CT
582,5509251099,USD,775,430,,New London,CT
583,5509250808,USD,765,430,,New London,CT
584,5509244316,USD,765,430,,New London,CT
585,5668615186,USD,650,430,3201-3207 Broadway,Kansas City,MO
586,5508852856,USD,645,430,,Akron,OH
587,5668624600,USD,1549,431,815 18th St S,Arlington,VA
588,5668612812,USD,1530,431,17300 135th Ave NE,Woodinville,WA
589,5668627422,USD,1500,431,1367 41st Avenue,San Francisco,CA
590,5668613068,USD,3095,432,655 Powell St,San Francisco,CA
591,5668611565,USD,2509,432,1188 Mission St,San Francisco,CA
592,5668627696,USD,890,432,7920 San Felipe Boulevard,Austin,TX
593,5668618785,USD,1895,433,1112 M St NW,Washington,DC
594,5668631146,USD,899,433,775 Melrose St,Memphis,TN
595,5668632129,USD,1645,434,1614 E 6th St,Austin,TX
596,5668632043,USD,1026,434,2101 Elmont Drive,Austin,TX
597,5509252944,USD,827,434,,Oklahoma City,OK
598,5668611229,USD,1630,435,8250 SW 72nd CT,Miami,FL
599,5668633909,USD,1250,435,7428 N Charleston Avenue,Portland,OR
600,5664594816,USD,1150,435,2501 Washington Ave,Philadelphia,PA
601,5668259732,USD,1344,436,,Framingham,MA
602,5664598428,USD,895,437,901  903 Springdale Road,Austin,TX
603,5664579733,USD,1215,438,3029 22nd Avenue S,Minneapolis,MN
604,5668615387,USD,1100,438,4975 SE Division St,Portland,OR
605,5664568505,USD,1040,438,632 Vine St,Cincinnati,OH
606,5664568061,USD,2995,439,1801 Gough St,San Francisco,CA
607,5668611188,USD,949,440,3312 S Semoran Boulevard,Orlando,FL
608,5668631194,USD,899,440,5606 N Lamar,Austin,TX
609,5668633149,USD,881,440,1600 Royal Crest Drive,Austin,TX
610,5668638760,USD,879,440,1829 E Morten Avenue,Phoenix,AZ
611,5668634524,USD,835,440,600 Georgia Avenue,Chattanooga,TN
612,5664582639,USD,740,440,6654 Winkle Court,San Antonio,TX
613,5668637859,USD,635,440,1465 Alvarado Dr,Colorado Springs,CO
614,5668622005,USD,2795,441,840 California St,San Francisco,CA
615,5668640050,USD,2295,441,574 3rd St,San Francisco,CA
616,5668635022,USD,1270,441,1640-1650 SE Tacoma St,Portland,OR
617,5668632224,USD,989,441,2601 Lane Frontera Boulevard,Round Rock,TX
618,5668635835,USD,1195,442,177 SE 5th Avenue,Hillsboro,OR
619,5668621182,USD,750,442,246 E 11th St,Chattanooga,TN
620,5509044165,USD,535,442,,Tyler,TX
621,5509043624,USD,535,442,,Tyler,TX
622,5668609452,USD,665,443,2000 Bay Area Boulevard,Houston,TX
623,5664570016,USD,1250,444,2959 E Burnside St,Portland,OR
624,5668631854,USD,837,444,12330 Metric Boulevard,Austin,TX
625,5668614563,USD,830,444,5215 Mockingbird Drive,Anchorage,AK
626,5508801344,USD,2341,445,,Somerville,MA
627,5668615523,USD,1295,445,1100 SE 12th Avenue,Portland,OR
628,5664577758,USD,1175,445,1260 N Dearborn,Chicago,IL
629,5668625287,USD,1530,446,1500 Sherman Avenue,Evanston,IL
630,5664569986,USD,1325,446,1475 Southeast 14th Ave,Portland,OR
631,5668611944,USD,1099,446,40 North Kingshighway Boulevard,Saint Louis,MO
632,5508745740,USD,545,446,,Cleveland,OH
633,5664572063,USD,2895,447,721 Geary St,San Francisco,CA
634,5668623429,USD,2195,447,320 Turk St,San Francisco,CA
635,5668632410,USD,1684,447,1621 E 6th St,Austin,TX
636,5668612809,USD,1335,447,10215 Greenwood Avenue N,Seattle,WA
637,5668628133,USD,895,447,302 Apple Creek Dr,Georgetown,TX
638,5668618668,USD,775,447,105 S Wright,Champaign,IL
639,5668616916,USD,675,447,11515 Leisure Drive,Dallas,TX
640,5668642017,USD,2500,448,2973 Folsom St,San Francisco,CA
641,5668632355,USD,1729,448,311 Bowie,Austin,TX
642,5668627531,USD,1688,448,,Austin,TX
643,5668615244,USD,739,448,801 E Armour Blvd,Kansas City,MO
644,5668628890,USD,950,449,1212 Griswold St,Detroit,MI
645,5668622739,USD,820,449,920 Arcturus Dr,Colorado Springs,CO
646,5668639672,USD,3000,450,540 Sausalito,Sausalito,CA
647,5668624363,USD,1950,450,853 Park Ave,Baltimore,MD
648,5668611859,USD,1818,450,3726 Connecticut Avenue NW,Washington,DC
649,5509149152,USD,1795,450,,Long Beach,CA
650,5668631212,USD,1750,450,810-818 E 23rd St,Oakland,CA
651,5668624597,USD,1535,450,,Washington,DC
652,5664596451,USD,1495,450,908 S Hobart Boulevard,Los Angeles,CA
653,5668629275,USD,1475,450,3817 Dawson St,Pittsburgh,PA
654,5659895834,USD,1365,450,5200 South Blackstone,Chicago,IL
655,5668613446,USD,1349,450,1405 South Lorenzo Ave,Tampa,FL
656,5664571737,USD,1345,450,,Fontana,CA
657,5648116443,USD,1299,450,716 Washington Avenue SE,Minneapolis,MN
658,5668633048,USD,1295,450,318 S Commonwealth Avenue,Los Angeles,CA
659,5668619216,USD,1225,450,717 University Drive,College Station,TX
660,5668625686,USD,1225,450,21 N Butler St,Madison,WI
661,5668626096,USD,1200,450,1501 145th Place SE,Bellevue,WA
662,5668613439,USD,1199,450,1005 Maiden Ln,Ann Arbor,MI
663,5668640839,USD,1195,450,145 Bloomington Avenue,Bremerton,WA
664,5508824758,USD,1195,450,,Belleville,NJ
665,5664578815,USD,1095,450,1626 N Prospect,Milwaukee,WI
666,5509143273,USD,1073,450,,Lynnwood,WA
667,5664592979,USD,1069,450,Uptown Square Apartments 2908 Bryant Avenue S,Minneapolis,MN
668,5668629999,USD,1041,450,11301 Farrah Ln,Austin,TX
669,5668642312,USD,1000,450,2221 NW Flanders St,Portland,OR
670,5668635031,USD,995,450,1000 Van Dyke St,Detroit,MI
671,5668631645,USD,969,450,6805 Woodhollow,Austin,TX
672,5668629918,USD,900,450,1907 San Gabriel #103,Austin,TX
673,5668630058,USD,897,450,1704 Nelms Dr,Austin,TX
674,5508789189,USD,884,450,,Las Vegas,NV
675,5668620452,USD,860,450,2421 Bentzen Cir,Anchorage,AK
676,5668624388,USD,829,450,5701 6th Ave North,Saint Petersburg,FL
677,5668618390,USD,799,450,102 W Wood St,West Lafayette,IN
678,5668609894,USD,790,450,100 Chimney Top Dr,Antioch,TN
679,5668623854,USD,770,450,3425 Locust St,Kansas City,MO
680,5668623870,USD,766,450,3421 Locust St,Kansas City,MO
681,5668624149,USD,752,450,2100 East Stop 12 Road,Indianapolis,IN
682,5668611853,USD,750,450,100 Springhouse Way,Newport News,VA
683,5668621936,USD,725,450,870 Lafayette Avenue,Buffalo,NY
684,5508830910,USD,719,450,,Dallas,TX
685,5668639407,USD,687,450,3635 South Shaver St,Pasadena,TX
686,5650250379,USD,675,450,1154 Kaighn Avenue,Camden,NJ
687,5664568338,USD,655,450,2920-2928 Burnet,Cincinnati,OH
688,5668623796,USD,650,450,6434 Paseo,Kansas City,MO
689,5668615037,USD,635,450,761-1a Adams Drive,Newport News,VA
690,5668616494,USD,600,450,212 E White,Champaign,IL
691,5668623787,USD,595,450,2029 Swift St,North Kansas City,MO
692,5668612126,USD,575,450,1223 N 12th,Manhattan,KS
693,5668643383,USD,500,450,516 South Rawlings St,Carbondale,IL
694,5668619685,USD,490,450,1103 Lewis Dr,Elizabethtown,KY
695,5661941873,USD,475,450,1031 N Sumner St,Pampa,TX
696,5508793087,USD,2525,451,,Cambridge,MA
697,5661066239,USD,1818,451,61 Pierce St NE,Washington,DC
698,5668613179,USD,1483,451,80 Donald St,Weymouth,MA
699,5668629255,USD,805,451,701 W Longspur Boulevard,Austin,TX
700,5668626061,USD,1796,452,925 25th St NW,Washington,DC
701,5508978604,USD,605,452,,Dallas,TX
702,5668630131,USD,1722,453,300 E Riverside Drive,Austin,TX
703,5654896496,USD,1650,453,11931 Jefferson Boulevard,Los Angeles,CA
704,5668622045,USD,3595,454,50 Laguna St,San Francisco,CA
705,5668638592,USD,950,454,199 South Allen St,Albany,NY
706,5664569929,USD,1250,455,4018 N Mississippi Avenue,Portland,OR
707,5668623420,USD,570,455,550 N Pantano Rd,Tucson,AZ
708,5668616678,USD,550,455,305 E Benson Hwy,Tucson,AZ
709,5509059481,USD,1830,456,,Torrance,CA
710,5668611779,USD,1795,456,20900 Anza Avenue,Torrance,CA
711,5668612019,USD,1612,456,2929 Connecticut Avenue NW,Washington,DC
712,5664578995,USD,835,456,2217 University Avenue,Madison,WI
713,5668619656,USD,825,456,514 S 1990 E,Saint George,UT
714,5668611338,USD,825,456,1415 North Country Club Dr,Mesa,AZ
715,5668617411,USD,550,456,9766  9846 Rosehill Rd,Berrien Springs,MI
716,5668626140,USD,1230,457,13626 W Baldcypress St,Boise,ID
717,5668622893,USD,2395,458,784 Geary St,San Francisco,CA
718,5668627166,USD,485,458,555 S Ohio Avenue,Mercedes,TX
719,5664570008,USD,1275,459,3013 SE Hawthorne Boulevard,Portland,OR
720,5668612572,USD,1135,459,10 Light St,Baltimore,MD
721,5668625400,USD,700,459,110 McDonald Drive,Ames,IA
722,5668634262,USD,1695,460,305 George St,New Haven,CT
723,5668611581,USD,1469,460,1331 Patterson St,Eugene,OR
724,5668636049,USD,1150,460,1840 N Farwell,Milwaukee,WI
725,5668627646,USD,840,460,14100 Thermal Drive,Austin,TX
726,5668614850,USD,820,460,3940 Harmony Dr,Colorado Springs,CO
727,5668620478,USD,815,460,3531 E 42nd Avenue,Anchorage,AK
728,5509084588,USD,805,460,,Colorado Springs,CO
729,5668623678,USD,785,460,929 Arcturus Dr,Colorado Springs,CO
730,5668619098,USD,709,460,52 E Armory,Champaign,IL
731,5668635760,USD,705,460,180 South Washington St,Wilkes Barre,PA
732,5668632679,USD,525,460,505 525 605  705 Park St,Minot,ND
733,5668612207,USD,1125,461,615 N Piere St,Wenatchee,WA
734,5668614884,USD,1245,462,460 E 400 S,Salt Lake City,UT
735,5668616744,USD,600,462,1700 W Prince Rd,Tucson,AZ
736,5668616721,USD,560,463,520 W Prince Rd,Tucson,AZ
737,5668637304,USD,1905,464,450 W Belmont Avenue,Chicago,IL
738,5668632162,USD,890,464,9218 Balcones Club Drive,Austin,TX
739,5668639264,USD,705,464,2530 Marina Dr,,
740,5668624341,USD,1510,465,511 Four Mile Rd,Alexandria,VA
741,5509145477,USD,1475,465,,Long Beach,CA
742,5668613369,USD,931,465,4570 S Cobb Dr,Smyrna,GA
743,5668637946,USD,840,465,2515 Burnet Avenue,Cincinnati,OH
744,5664598042,USD,695,465,6565 W Bethany Home Road,Glendale,AZ
745,5654423279,USD,560,465,,Saint Joseph,MO
746,5664571949,USD,3095,466,1405 Franklin St,San Francisco,CA
747,5664576713,USD,1330,467,2428 Delaware St SE,Minneapolis,MN
748,5508862089,USD,689,467,,Akron,OH
749,5668631029,USD,1100,468,10801 Ih 35,Austin,TX
750,5509069590,USD,1099,468,,Manchester,NH
751,5668621915,USD,1040,468,20 Fairwood Dr,Rochester,NY
752,5668636298,USD,885,468,3618 Farnam St,Omaha,NE
753,5668621644,USD,749,468,57 E Chalmers,Champaign,IL
754,5668620784,USD,740,468,8033 South Padre Island Drive,Corpus Christi,TX
755,5668614383,USD,625,468,702 W Western,Urbana,IL
756,5668615391,USD,1395,469,50 SE 13th Avenue,Portland,OR
757,5668610477,USD,1210,469,5009 N Sheridan Road,Chicago,IL
758,5668618456,USD,1100,469,234 Marsteller St,West Lafayette,IN
759,5668610342,USD,2000,470,1255 New Hampshire Ave,Washington,DC
760,5668632840,USD,1995,470,2801 College Avenue,Berkeley,CA
761,5668614303,USD,1755,470,161 W Kinzie St,Chicago,IL
762,5508864245,USD,1625,470,,Los Angeles,CA
763,5668616798,USD,1570,470,200 Rhode Island Ave NE,Washington,DC
764,5668620515,USD,1475,470,300 Bedford St,Manchester,NH
765,5668618420,USD,1040,470,317 Vine St,West Lafayette,IN
766,5668611501,USD,1039,470,1846 W Stadium Boulevard,Ann Arbor,MI
767,5664577828,USD,1009,470,4451 59 S Greenwood Avenue,Chicago,IL
768,5668618304,USD,999,470,46 N Salisbury St,West Lafayette,IN
769,5668620488,USD,800,470,5640 Lake Otis Parkway,Anchorage,AK
770,5668621236,USD,550,470,2663 E 7th St,Bloomington,IN
771,5664568253,USD,3195,471,1260 Broadway St,San Francisco,CA
772,5664596606,USD,1500,471,,Chicago,IL
773,5664571431,USD,3300,472,845 California St,San Francisco,CA
774,5668613755,USD,1206,472,1380 Piccard Dr,Rockville,MD
775,5668626191,USD,1165,472,2645 Railroad St,Pittsburgh,PA
776,5508829155,USD,715,472,,Dallas,TX
777,5508802076,USD,1210,473,,Denver,CO
778,5664571145,USD,3395,474,520 Buchanan St,San Francisco,CA
779,5668611355,USD,960,474,13300 North 88th Avenue,Peoria,AZ
780,5668622425,USD,855,474,2400 Howell Branch Rd,Winter Park,FL
781,5668624075,USD,1625,475,,Oakland,CA
782,5664569978,USD,1350,475,1950 NE Couch St,Portland,OR
783,5668623288,USD,1295,475,225 Golden Hill St,Bridgeport,CT
784,5668634565,USD,1150,475,667 McVey Avenue,Lake Oswego,OR
785,5668638468,USD,1125,475,1405 SW Park Avenue,Portland,OR
786,5668624315,USD,1095,475,1333 Northeast 5th Terrace,Fort Lauderdale,FL
787,5668638457,USD,1050,475,1414 Euclid Avenue,Atlanta,GA
788,5668633070,USD,940,475,2239 Cromwell Cir,Austin,TX
789,5668630046,USD,933,475,14201 N Ih 35,Pflugerville,TX
790,5668630800,USD,901,475,14233 The Lakes Boulevard,Pflugerville,TX
791,5668620017,USD,900,475,917 W 23rd St,Cedar Falls,IA
792,5508677826,USD,847,475,,Bradenton,FL
793,5664568426,USD,740,475,310 Oak,Cincinnati,OH
794,5668620574,USD,721,475,3501 12th St,Port Arthur,TX
795,5668611020,USD,645,475,2305 Hayes Road,Houston,TX
796,5668631865,USD,1200,476,110 Jacob Fontaine Lane,Austin,TX
797,5668625196,USD,845,476,5656 Live Oak,Dallas,TX
798,5664575858,USD,690,476,2 Copley Rd,Upper Darby,PA
799,5668625283,USD,1610,477,1000 Lake St,Oak Park,IL
800,5668615411,USD,1350,477,5955 SE Milwaukie Avenue,Portland,OR
801,5508821420,USD,835,477,,Dallas,TX
802,5508822482,USD,785,477,,Dallas,TX
803,5664572269,USD,3095,478,455 Hyde,San Francisco,CA
804,5668613572,USD,1875,478,5016 Paseo Padre Parkway,Fremont,CA
805,5668635337,USD,535,478,199 Wind Road,Greensboro,NC
806,5668225575,USD,1708,479,,Bethesda,MD
807,5668634117,USD,1295,479,8130 SE 6th Ave,Portland,OR
808,5668616201,USD,890,479,100 Corrina Blvd,Waukesha,WI
809,5668632254,USD,829,479,8912 North Lamar,Austin,TX
810,5668625187,USD,687,479,5759 Pineland Drive,Dallas,TX
811,5668633779,USD,495,479,318-408 17th St NW,East Grand Forks,MN
812,5542542384,USD,2650,480,33rd,Manhattan,NY
813,5668224375,USD,1747,480,,Washington,DC
814,5668630236,USD,1102,480,1500 E Riverside Drive,Austin,TX
815,5668618920,USD,969,480,8639 Fairhaven St,San Antonio,TX
816,5668632171,USD,858,480,11411 Research Boulevard,Austin,TX
817,5668635260,USD,710,480,2524 W Glenrosa Drive,Phoenix,AZ
818,5668621386,USD,689,480,404 E Clark,Champaign,IL
819,5509114372,USD,669,480,,Arlington,TX
820,5664578215,USD,575,480,2211 Eastlawn Dr,Midland,MI
821,5668611825,USD,1538,481,1560 Boulder St,Denver,CO
822,5664577494,USD,1145,481,7950 Preston Rd,Plano,TX
823,5668628804,USD,1014,481,4911 Manchaca Rd,Austin,TX
824,5668631657,USD,990,481,1016 Stassney Ln,Austin,TX
825,5668631364,USD,926,481,409 E William Cannon,Austin,TX
826,5668630152,USD,922,481,7117 Wood Hollow Drive,Austin,TX
827,5668630247,USD,845,481,11511 Metric Boulevard,Austin,TX
828,5668615141,USD,711,482,701 N 13th St,Las Vegas,NV
829,5668611717,USD,1926,483,2201 N St NW,Washington,DC
830,5664596923,USD,1595,483,5807 Laurel Canyon Boulevard,Valley Village,CA
831,5668611365,USD,875,483,7725 W McDowell Road,Phoenix,AZ
832,5668640507,USD,975,484,2828 Euclid Ave,Cleveland,OH
833,5668629975,USD,955,484,9024 Northgate Boulevard,Austin,TX
834,5668630725,USD,890,484,8701 Parmer,Austin,TX
835,5668615196,USD,675,484,1100 County Line Road,Kansas City,KS
836,5668617620,USD,450,484,1913 Anderson Ave,Manhattan,KS
837,5668623402,USD,4200,485,3659-3677 20th St,San Francisco,CA
838,5664577852,USD,1220,485,5300 S Drexel Boulevard,Chicago,IL
839,5668618368,USD,1125,485,925 Hilltop Drive,West Lafayette,IN
840,5668621702,USD,925,485,302 South 2nd St,Champaign,IL
841,5668634638,USD,895,485,2675 SE 162nd Avenue,Portland,OR
